category,subject,topic,description,keywords
자연과학,화학/환경과학/지구과학,"미세먼지 생성 과정과 대기 화학 반응 분석","대기 중 미세먼지가 생성되는 화학적 과정을 분석한다. 대기 오염 물질의 이동과 화학 반응을 지구 환경 변화와 연결하여 탐구한다.","미세먼지;대기화학;환경오염;화학반응"
자연과학,지구과학/물리학/정보,"기상 위성 데이터 분석을 통한 기후 변화 연구","위성 관측 자료와 기상 데이터를 활용하여 기후 변화 양상을 분석한다. 지구과학의 대기 순환 원리와 데이터 분석 방법을 연결하여 탐구한다.","기후변화;위성데이터;대기순환;데이터분석"
자연과학,생명과학/화학/의학,"혈당 조절 과정과 당뇨병 발생 원리 분석","혈당 조절 과정에서 인슐린과 호르몬의 역할을 분석한다. 생명과학의 항상성 개념과 화학적 대사 과정을 연결하여 당뇨병 발생 원인을 탐구한다.","혈당;인슐린;항상성;대사"
자연과학,생명과학/정보/수학,"머신러닝을 활용한 질병 진단 모델 원리 탐구","의료 데이터 기반 질병 예측 모델의 작동 원리를 분석한다. 생명과학 데이터와 분류 알고리즘을 활용하여 AI 의료 기술의 가능성을 탐구한다.","의료AI;분류알고리즘;생명데이터;머신러닝"
자연과학,화학/물리학/환경,"태양전지의 광전효과와 에너지 변환 효율 분석","태양전지에서 빛 에너지가 전기 에너지로 변환되는 원리를 분석한다. 광전효과와 반도체 물성을 기반으로 태양전지 효율 개선 방법을 탐구한다.","태양전지;광전효과;반도체;재생에너지"
자연과학,물리학/지구과학,"지진파 분석을 통한 지구 내부 구조 탐구","지진파의 종류와 전달 속도를 분석하여 지구 내부 구조를 연구한다. 물리학의 파동 개념과 지구과학의 판 구조론을 연결한다.","지진파;파동;지구내부;판구조론"
자연과학,생명과학/환경/화학,"생태계 내 탄소 순환과 기후 변화 관계 분석","생태계에서 탄소가 순환하는 과정을 분석하고 인간 활동이 탄소 순환에 미치는 영향을 탐구한다. 생명과학의 물질 순환과 환경 과학 개념을 연결한다.","탄소순환;생태계;기후변화;환경"
자연과학,화학/생명과학,"효소 반응 속도와 온도 및 pH 조건 분석","효소 활성 실험을 통해 온도와 pH 변화가 반응 속도에 미치는 영향을 분석한다. 화학 반응 속도와 생명과학의 효소 작용 원리를 연결한다.","효소;반응속도;촉매;pH"
자연과학,물리학/정보/수학,"컴퓨터 처리 속도와 반도체 물리 원리 분석","컴퓨터 성능 향상 과정에서 반도체 기술이 어떤 역할을 하는지 분석한다. 반도체의 전기적 특성과 정보 처리 구조를 연결하여 탐구한다.","반도체;컴퓨터;전자이동;정보처리"
자연과학,지구과학/물리학/수학,"라디오존데 데이터를 활용한 대기 안정도 분석","라디오존데로 측정한 고도별 기온과 기압 데이터를 분석한다. 대기의 연직 구조와 물리학적 안정 조건을 활용하여 기상 현상을 탐구한다.","라디오존데;대기안정도;기상데이터;물리"
자연과학,화학/환경/정보,"수질 오염 분석과 환경 데이터 처리 방법 연구","하천 및 수질 데이터를 활용하여 오염 정도를 분석한다. 화학적 수질 지표와 데이터 처리 방법을 연결하여 환경 문제 해결 방안을 탐구한다.","수질오염;환경분석;화학;데이터"
자연과학,생명과학/정보/수학,"DNA 염기서열 비교 알고리즘 탐구","DNA 서열 비교에 사용되는 알고리즘의 원리를 분석한다. 생명과학의 유전 정보와 컴퓨터 알고리즘을 융합하여 생물 정보 처리 과정을 탐구한다.","DNA;알고리즘;생물정보학;염기서열"
자연과학,물리학/천문학/수학,"행성 운동과 케플러 법칙의 수학적 분석","행성의 공전 데이터를 활용하여 케플러 법칙을 분석한다. 물리학의 중력 법칙과 수학적 모델링을 통해 천체 운동을 탐구한다.","천체운동;케플러법칙;중력;수학모델"
자연과학,화학/생명과학/의학,"약물 작용 과정과 화학 구조 분석","약물이 체내에서 작용하는 과정을 화학 구조와 생명 반응 관점에서 분석한다. 분자 구조와 생체 반응 사이의 관계를 탐구한다.","약물;분자구조;생화학;의학"
자연과학,물리학/의학/정보,"의료 영상 기술의 물리학적 원리 분석","MRI와 CT 등 의료 영상 기술의 작동 원리를 분석한다. 물리학의 전자기파와 영상 처리 알고리즘이 의료 분야에 활용되는 과정을 탐구한다.","MRI;CT;전자기파;의료영상"
자연과학,생명과학/환경/지리,"생물 다양성과 환경 변화의 관계 분석","지역별 생물 다양성 데이터를 활용하여 환경 변화와 생태계 영향을 분석한다. 생태학적 지표와 환경 요인의 관계를 탐구한다.","생물다양성;생태계;환경변화;생태학"
자연과학,화학/물리학/재료공학,"신소재 개발과 물질의 구조적 특성 연구","그래핀과 같은 신소재의 구조와 물성을 분석한다. 화학 결합과 물리적 특성이 새로운 소재 개발에 미치는 영향을 탐구한다.","신소재;그래핀;물질구조;재료과학"
자연과학,지구과학/환경/정보,"해수면 상승 데이터 분석과 기후 변화 예측","해수면 변화 데이터를 분석하여 기후 변화 영향을 연구한다. 지구 시스템 변화와 통계적 예측 방법을 연결하여 탐구한다.","해수면상승;기후변화;예측;환경데이터"
자연과학,생명과학/화학/정보,"미생물 성장 모델과 감염병 확산 분석","미생물 성장 과정과 감염병 확산 모델을 분석한다. 생명과학의 생장 원리와 수학적 모델링을 활용하여 질병 확산 과정을 탐구한다.","미생물;감염병;수학모델;생명과학"
자연과학,물리학/수학,"진자의 운동 분석과 주기 변화 탐구","진자 실험을 통해 길이와 중력 변화가 주기에 미치는 영향을 분석한다. 물리학의 운동 법칙과 수학적 관계식을 활용한다.","진자;운동;주기;역학"
자연과학,화학/정보/인공지능,"화학 반응 예측 인공지능 모델 탐구","화학 반응 데이터를 활용한 AI 예측 모델의 원리를 분석한다. 화학 반응식과 머신러닝 알고리즘을 연결하여 화학 데이터 처리 과정을 탐구한다.","화학AI;반응예측;머신러닝;화학데이터"
자연과학,지구과학/물리학/정보,"인공위성 궤도와 우주 관측 기술 분석","인공위성의 궤도 운동과 관측 기술의 원리를 분석한다. 물리학의 중력 개념과 지구과학의 원격 탐사 기술을 연결한다.","인공위성;우주;중력;원격탐사"

category,subject,topic,description,keywords
공학,정보/인공지능 기초/수학,"머신러닝 분류 알고리즘의 원리와 성능 비교 분석","KNN, 의사결정나무, 신경망 등 머신러닝 알고리즘의 작동 원리를 분석하고 공개 데이터를 활용해 성능을 비교한다. 정확도, 정밀도, 재현율 등 평가 지표를 활용하여 모델의 특징을 탐구한다.","머신러닝;분류알고리즘;데이터분석;인공지능"
공학,정보/미적분/인공지능 기초,"경사하강법과 인공지능 학습 과정의 수학적 원리 탐구","인공지능 모델 학습 과정에서 사용되는 경사하강법의 원리를 미적분의 미분 개념과 연결하여 분석한다. 손실 함수의 변화와 최적화 과정을 시뮬레이션하여 탐구한다.","경사하강법;미적분;최적화;AI학습"
공학,정보/수학/인공지능 기초,"PCA 알고리즘을 활용한 데이터 차원 축소 원리 분석","고차원 데이터를 저차원 공간으로 변환하는 PCA 알고리즘의 원리를 분석한다. 공분산 행렬과 고유벡터 개념을 활용하여 데이터 압축 과정을 탐구한다.","PCA;차원축소;선형대수;데이터과학"
공학,정보/수학/통계,"추천 시스템의 데이터 처리 원리와 사용자 예측 모델 연구","온라인 서비스에서 사용되는 추천 시스템의 작동 원리를 분석한다. 사용자 행동 데이터를 기반으로 유사도 계산과 예측 알고리즘을 탐구한다.","추천시스템;협업필터링;데이터분석;인공지능"
공학,정보/물리학/전자공학,"자율주행 자동차의 센서 융합 기술 분석","자율주행 자동차에 사용되는 카메라, 라이다, 레이더 센서의 원리를 분석한다. 물리학의 빛과 전자기파 개념을 활용하여 센서 데이터 처리 과정을 탐구한다.","자율주행;센서;라이다;전자기파"
공학,정보/생명과학/인공지능,"딥러닝 기반 의료 영상 분석 기술 탐구","CNN 기반 의료 영상 분석 기술의 원리를 분석하고 질병 진단 AI 사례를 탐구한다. 이미지 데이터 처리 과정과 인공지능 모델 구조를 연결하여 연구한다.","딥러닝;CNN;의료AI;영상분석"
공학,정보/수학/컴퓨터과학,"암호 알고리즘의 수학적 원리와 정보 보안 분석","RSA와 같은 암호 알고리즘의 원리를 소수와 모듈러 연산 개념과 연결하여 분석한다. 현대 정보 보안에서 암호 기술이 활용되는 방식을 탐구한다.","암호학;RSA;정보보안;수론"
공학,정보/기술·가정/사회문화,"스마트홈 기술과 IoT 기반 생활 변화 연구","IoT 기기의 구조와 데이터 통신 과정을 분석하고 스마트홈 기술이 생활 방식에 미치는 영향을 탐구한다. 센서와 네트워크 기술의 활용 사례를 조사한다.","IoT;스마트홈;센서;네트워크"
공학,정보/물리학/전자공학,"반도체 구조와 컴퓨터 성능 발전 과정 분석","반도체의 구조와 전자의 이동 원리를 분석하고 CPU와 GPU 발전 과정과 연결한다. 물리학의 반도체 원리와 정보 처리 기술의 관계를 탐구한다.","반도체;전자이동;CPU;컴퓨터구조"
공학,정보/수학/알고리즘,"최단 경로 알고리즘과 실제 경로 탐색 시스템 분석","다익스트라 알고리즘과 A* 알고리즘의 원리를 분석하고 지도 서비스의 경로 탐색 과정과 연결한다. 그래프 이론과 알고리즘 효율성을 비교한다.","알고리즘;그래프이론;다익스트라;최적화"
공학,정보/인공지능 기초/언어와 매체,"자연어 처리 기술과 AI 언어 모델의 작동 원리 탐구","자연어 처리 과정에서 사용되는 토큰화와 임베딩 개념을 분석한다. 언어 데이터를 벡터로 변환하는 과정과 AI 언어 모델의 특징을 탐구한다.","자연어처리;임베딩;언어모델;AI"
공학,정보/수학/인공지능 기초,"인공지능 임베딩 벡터와 코사인 유사도 분석","텍스트 데이터를 벡터 공간으로 표현하는 임베딩 기술을 분석한다. 벡터 내적과 코사인 유사도를 활용하여 단어 간 의미 관계를 수학적으로 탐구한다.","임베딩;벡터;코사인유사도;자연어처리"
공학,정보/기술·가정/환경,"스마트팜 기술과 데이터 기반 농업 시스템 분석","스마트팜에서 활용되는 센서와 데이터 분석 기술을 조사한다. 환경 데이터 수집과 자동 제어 시스템이 농업 생산성 향상에 미치는 영향을 탐구한다.","스마트팜;IoT;농업데이터;자동제어"
공학,정보/물리학/수학,"컴퓨터 그래픽스의 3차원 좌표 변환 원리 탐구","3D 그래픽에서 사용되는 좌표 변환과 행렬 연산 원리를 분석한다. 수학적 공간 변환과 게임 및 영상 기술의 관계를 탐구한다.","컴퓨터그래픽스;행렬;3D모델링;좌표변환"
공학,정보/인공지능 기초/수학,"강화학습 알고리즘과 게임 AI 의사결정 구조 분석","강화학습에서 보상과 행동 선택 과정이 어떻게 이루어지는지 분석한다. 마르코프 결정 과정과 머신러닝 원리를 활용하여 AI 의사결정을 탐구한다.","강화학습;게임AI;머신러닝;보상"
공학,정보/정보통신/물리학,"5G와 6G 통신 기술의 데이터 전송 원리 분석","무선 통신에서 데이터가 전달되는 과정을 분석한다. 전자기파와 주파수 개념을 활용하여 통신 기술 발전 과정을 탐구한다.","5G;통신;전자기파;네트워크"
공학,정보/수학/보안,"블록체인 기술의 구조와 데이터 무결성 원리 연구","블록체인의 블록 구조와 해시 함수 원리를 분석한다. 암호 기술과 분산 시스템이 데이터 신뢰성을 유지하는 방식을 탐구한다.","블록체인;해시;보안;분산시스템"
공학,정보/기술·가정/전자공학,"웨어러블 기기의 센서 기술과 건강 관리 시스템 분석","스마트워치 등 웨어러블 기기에 활용되는 센서 기술을 분석한다. 생체 데이터 측정 원리와 데이터 처리 과정을 탐구한다.","웨어러블;센서;헬스케어;데이터"
공학,정보/수학/인공지능 기초,"GAN 모델을 활용한 이미지 생성 인공지능 원리 탐구","생성적 적대 신경망(GAN)의 생성자와 판별자 구조를 분석한다. 딥러닝 학습 과정과 이미지 생성 원리를 탐구한다.","GAN;딥러닝;이미지생성;신경망"
공학,정보/물리학/로봇공학,"로봇의 위치 제어와 센서 기반 움직임 분석","로봇이 주변 환경을 인식하고 움직이는 과정을 분석한다. 물리학의 운동 법칙과 센서 데이터를 활용한 제어 시스템을 탐구한다.","로봇;제어;센서;자동화"
공학,정보/수학/데이터과학,"데이터 시각화가 정보 전달에 미치는 영향 분석","데이터를 그래프와 시각 자료로 표현하는 방법을 분석한다. 통계적 정보 전달 과정과 시각화 방식에 따른 해석 차이를 탐구한다.","데이터시각화;통계;정보표현;데이터과학"
공학,정보/인공지능 기초/윤리,"인공지능 모델의 편향과 데이터 품질 문제 분석","AI 모델 학습 과정에서 발생하는 데이터 편향 문제를 분석한다. 학습 데이터 구성과 모델 결과 사이의 관계를 탐구한다.","AI편향;데이터품질;머신러닝;윤리"
공학,정보/수학/컴퓨터과학,"정렬 알고리즘의 효율성과 시간복잡도 비교 연구","버블 정렬, 병합 정렬 등 다양한 정렬 알고리즘을 구현하고 성능을 비교한다. 빅오 표기법을 활용하여 알고리즘 효율성을 분석한다.","정렬알고리즘;시간복잡도;빅오;프로그래밍"
공학,정보/기술·가정/환경,"재생에너지 관리 시스템과 에너지 데이터 분석","태양광과 풍력 발전 시스템에서 수집되는 데이터를 분석한다. 에너지 생산량 예측과 스마트 에너지 관리 기술을 탐구한다.","재생에너지;에너지데이터;스마트그리드;환경"
공학,정보/생명과학/통계,"유전자 데이터 분석 프로그램 구현 탐구","생명과학의 DNA 데이터를 컴퓨터로 처리하는 방법을 탐구한다. 염기서열 비교 알고리즘과 데이터 분석 방법을 구현한다.","유전체;알고리즘;생명정보학;코딩"
공학,정보/수학/인공지능,"머신러닝 모델 평가 지표와 성능 개선 방법 연구","정확도, 손실 함수, 과적합 등의 개념을 분석한다. 데이터 분할과 모델 개선 방법을 실험하여 머신러닝 성능 향상 과정을 탐구한다.","머신러닝;평가지표;과적합;모델개선"
공학,정보/물리학/전자공학,"드론 기술과 비행 제어 시스템 분석","드론의 비행 원리와 센서 기반 제어 시스템을 분석한다. 물리학의 힘과 운동 개념을 활용하여 드론 제어 기술을 탐구한다.","드론;비행제어;센서;물리"
공학,정보/인공지능 기초/미술,"AI 이미지 생성 기술과 디지털 콘텐츠 제작 분석","생성형 AI 이미지 모델의 작동 원리를 분석한다. 이미지 데이터 학습 과정과 디지털 콘텐츠 제작 분야의 변화를 탐구한다.","생성AI;이미지생성;딥러닝;콘텐츠"
공학,정보/수학/네트워크,"네트워크 구조와 인터넷 데이터 전달 과정 분석","인터넷에서 데이터가 이동하는 과정을 네트워크 구조와 함께 분석한다. 그래프 이론과 패킷 전달 원리를 활용하여 정보 통신 구조를 탐구한다.","네트워크;인터넷;패킷;그래프"
공학,정보/기술·가정/인공지능,"생활 문제 해결을 위한 AI 서비스 개발 탐구","일상 속 문제를 해결하는 AI 서비스 아이디어를 설계하고 구현 과정을 탐구한다. 데이터 수집과 모델 활용 과정을 중심으로 분석한다.","AI서비스;프로젝트;데이터;문제해결"

category,subject,topic,description,keywords
예체능,미술/정보/인공지능,"생성형 AI 이미지와 인간 예술 작품의 표현 방식 비교 분석","생성형 AI가 제작한 이미지와 인간 작가의 작품을 비교하여 색채, 구도, 표현 방식의 차이를 분석한다. 인공지능 이미지 생성 원리와 미술의 창작 과정을 연결하여 예술과 기술의 관계를 탐구한다.","생성형AI;디지털미술;예술창작;인공지능"
예체능,미술/수학/정보,"프랙탈 기하학과 자연 속 예술적 패턴 분석","나뭇가지, 조개, 구름 등 자연물에서 나타나는 프랙탈 구조를 분석한다. 수학적 자기유사성과 미술 작품의 패턴 표현 방식을 연결하여 탐구한다.","프랙탈;기하학;패턴;자연미술"
예체능,미술/물리학/정보,"빛과 색채의 과학적 원리가 미술 표현에 미치는 영향","빛의 파장과 색의 인식 원리를 분석하고 미술 작품에서 색채가 활용되는 방식을 탐구한다. 물리학의 빛의 성질과 색채 표현 기법을 연결하여 연구한다.","빛;색채;물리학;미술표현"
예체능,미술/정보/인공지능,"컴퓨터 비전 기술을 활용한 미술 작품 분석","AI 이미지 분석 기술이 미술 작품의 특징을 어떻게 추출하는지 탐구한다. 이미지 인식 알고리즘과 미술 작품 분석 방법을 비교하여 기술과 예술의 융합 가능성을 연구한다.","컴퓨터비전;이미지분석;AI;미술"
예체능,음악/수학/정보,"음악 속 수학적 구조와 알고리즘 작곡 원리 탐구","음악의 박자, 음계, 화음 구조에 포함된 수학적 규칙을 분석한다. 알고리즘을 활용한 음악 생성 원리와 인간 작곡 방식의 차이를 탐구한다.","음악;수학;알고리즘작곡;패턴"
예체능,음악/물리학/수학,"소리의 물리학과 악기 구조에 따른 음색 분석","소리의 진동과 주파수 개념을 활용하여 악기의 음색 차이를 분석한다. 물리학의 파동 원리와 음악 표현 방식의 관계를 탐구한다.","소리;파동;주파수;악기"
예체능,음악/정보/인공지능,"AI 작곡 기술의 원리와 음악 창작 변화 분석","인공지능 작곡 프로그램의 작동 원리를 분석하고 인간 작곡과 비교한다. 머신러닝 기반 음악 생성 과정이 음악 산업에 미치는 영향을 탐구한다.","AI작곡;머신러닝;음악생성;창작"
예체능,음악/생명과학/심리학,"음악이 인간의 감정과 신체 반응에 미치는 영향 연구","음악 감상이 심박수, 집중력, 감정 변화에 미치는 영향을 분석한다. 생명과학의 신경계 원리와 심리학적 감정 반응을 연결하여 탐구한다.","음악치료;심리;신경계;감정"
예체능,체육/생명과학/물리학,"운동 수행 능력 향상을 위한 신체 움직임 분석","운동 과정에서 발생하는 근육 움직임과 힘의 변화를 분석한다. 생명과학의 근육 작용과 물리학의 운동 법칙을 활용하여 효율적인 움직임을 탐구한다.","운동역학;근육;힘;체육과학"
예체능,체육/물리학/수학,"스포츠 경기 속 물리 법칙과 경기력 분석","축구, 농구 등 스포츠 상황에서 발생하는 운동 원리를 분석한다. 속도, 힘, 각도 등의 물리량을 활용하여 경기 기술 향상 요인을 탐구한다.","스포츠물리;운동;역학;경기분석"
예체능,체육/정보/인공지능,"웨어러블 센서를 활용한 운동 데이터 분석","스마트워치와 운동 센서에서 수집되는 데이터를 분석한다. 데이터 처리 기술과 체육 활동 분석을 연결하여 개인 맞춤형 운동 방법을 탐구한다.","웨어러블;운동데이터;센서;AI"
예체능,체육/생명과학/화학,"운동과 에너지 대사의 관계 분석","운동 강도 변화에 따른 에너지 소비와 신체 대사 과정을 분석한다. 생명과학의 세포 호흡과 화학적 에너지 변환 원리를 활용하여 탐구한다.","운동대사;ATP;에너지;생명과학"
예체능,체육/통합사회/경제,"스포츠 산업의 경제적 가치와 사회적 영향 분석","프로 스포츠 산업의 성장 과정과 경제적 효과를 분석한다. 스포츠가 사회 문화와 경제 활동에 미치는 영향을 탐구한다.","스포츠산업;경제;사회문화;마케팅"
예체능,진로와직업/정보/인공지능,"인공지능 시대의 미래 직업 변화와 진로 설계 연구","인공지능 기술 발전으로 변화하는 직업 구조를 분석한다. 미래 산업 데이터를 활용하여 진로 변화 방향과 필요한 역량을 탐구한다.","진로;인공지능;직업변화;미래사회"
예체능,진로와직업/사회문화/정보,"직업 선택 요인과 사회 변화의 관계 분석","직업 선택에 영향을 미치는 개인적 요인과 사회적 요인을 조사한다. 설문 조사와 통계 분석을 활용하여 진로 결정 과정의 특징을 탐구한다.","진로탐색;사회변화;설문조사;통계"
예체능,미술/역사/사회문화,"시대별 미술 양식 변화와 사회적 배경 분석","르네상스, 근현대 미술 등 시대별 작품 특징을 분석한다. 역사적 사건과 사회 변화가 예술 표현 방식에 미친 영향을 탐구한다.","미술사;역사;사회문화;예술"
예체능,음악/세계사/사회문화,"세계 음악 문화의 형성과 사회적 배경 연구","각 지역의 음악 특징과 역사적 배경을 분석한다. 음악이 사회 구성원의 정체성과 문화 형성에 미친 영향을 탐구한다.","음악문화;세계사;문화;사회"
예체능,미술/정보/컴퓨터과학,"디지털 아트 제작 기술과 컴퓨터 그래픽 원리 분석","디지털 이미지 제작 과정과 컴퓨터 그래픽 기술을 분석한다. 픽셀, 벡터, 그래픽 알고리즘이 예술 표현에 활용되는 방식을 탐구한다.","디지털아트;컴퓨터그래픽;픽셀;벡터"
예체능,체육/정보/수학,"스포츠 경기 데이터 분석과 전략 최적화 연구","스포츠 경기 기록 데이터를 분석하여 승패에 영향을 주는 요인을 탐구한다. 통계 분석과 데이터 시각화를 활용하여 경기 전략 개선 방법을 연구한다.","스포츠데이터;통계;전략분석;데이터시각화"
예체능,진로와직업/공학/정보,"융합 기술 분야 직업 변화와 미래 역량 분석","AI, 로봇, 바이오 등 융합 기술 분야의 직업 변화를 조사한다. 산업 변화 데이터를 분석하여 미래 직업에서 요구되는 역량을 탐구한다.","미래직업;융합기술;공학;진로"